Belgium,10
France,9
Germany,7
Argentina,6
Uruguay,6
Brazil,6
Colombia,6
Croatia,5
Netherlands,5
Mexico,4
Sweden,3
Switzerland,3
England,3
Russia,2
Chile,2
Nigeria,2
Spain,2
Portugal,2
Costa Rica,2
Senegal,1
Ivory Coast,1
Greece,1
Algeria,1
Ecuador,1
Peru,1
United States,1
Italy,1
Denmark,1
Iran,1
South Korea,1
Tunisia,1
Saudi Arabia,1
Japan,1
Bosnia and Herzegovina,1
Poland,1
Serbia,1
